Team,Year,f_yr-1,f_yr-2,f_yr-3,f_yr-4,f_yr-5,yr1_f
Central Florida,2011,0.10300000000000001,-0.055999999999999994,-0.111,0.098,,0.022000000000000002
Illinois,2011,0.10400000000000001,-0.134,0.040999999999999995,0.154,,0.02
Connecticut,2011,-0.013999999999999999,0.114,0.11699999999999999,0.107,,0.013999999999999999
Utah,2011,0.11599999999999999,0.126,0.243,0.127,,0.012
Ohio,2011,-0.084,-0.064,-0.111,-0.14800000000000002,,0.011000000000000001
Virginia,2011,-0.086,-0.061,-0.01,0.067,,0.002
N.C. State,2011,0.172,-0.040999999999999995,0.03,-0.031,,0.002
Northwestern,2011,-0.064,0.03,0.05,-0.114,,-0.001
Western Michigan,2011,-0.025,-0.14800000000000002,-0.042,-0.10300000000000001,,-0.004
SMU,2011,-0.001,-0.042,-0.19,-0.155,,-0.006999999999999999
Nevada,2011,0.127,-0.11199999999999999,-0.033,-0.09699999999999999,,-0.009000000000000001
Arkansas State,2011,-0.026000000000000002,-0.193,-0.125,-0.11599999999999999,,-0.012
Wake Forest,2011,-0.17300000000000001,0.071,0.11900000000000001,0.065,,-0.013000000000000001
Auburn,2011,0.365,0.098,-0.025,0.20800000000000002,,-0.013000000000000001
Utah State,2011,-0.162,-0.16,-0.17,-0.249,,-0.015
Washington,2011,-0.03,-0.021,-0.284,0.047,,-0.022000000000000002
Air Force,2011,0.049,0.14400000000000002,-0.009000000000000001,0.027000000000000003,,-0.026000000000000002
Florida International,2011,0.004,-0.256,-0.16,-0.27699999999999997,,-0.027999999999999997
San Diego State,2011,0.10800000000000001,-0.18899999999999997,-0.258,-0.17300000000000001,,-0.032
Syracuse,2011,-0.024,-0.102,-0.134,-0.21600000000000003,,-0.033
Iowa State,2011,-0.10300000000000001,-0.081,-0.153,-0.156,,-0.036000000000000004
Navy,2011,0.021,0.10400000000000001,0.021,-0.027999999999999997,,-0.038
Boston College,2011,0.024,0.124,0.131,0.165,,-0.064
Duke,2011,-0.083,-0.052000000000000005,-0.065,-0.18899999999999997,,-0.076
Purdue,2011,-0.109,0.063,-0.049,0.005,,-0.078
Bowling Green,2011,-0.23,0.001,0.012,-0.154,,-0.081
Texas Tech,2011,0.006999999999999999,0.18600000000000003,0.207,0.14,,-0.08199999999999999
Arizona,2011,0.07400000000000001,0.11699999999999999,0.14300000000000002,0.102,,-0.08199999999999999
Miami (Ohio),2011,-0.155,-0.24100000000000002,-0.223,-0.18899999999999997,,-0.083
East Carolina,2011,-0.022000000000000002,0.044000000000000004,0.034,-0.034,,-0.094
San Jose State,2011,-0.24,-0.303,-0.131,-0.201,,-0.09699999999999999
UL-Lafayette,2011,-0.14800000000000002,-0.21600000000000003,-0.109,-0.196,,-0.098
Marshall,2011,-0.16399999999999998,-0.054000000000000006,-0.068,-0.092,,-0.106
UCLA,2011,-0.083,0.008,-0.109,0.147,,-0.10800000000000001
Kentucky,2011,0.017,0.021,-0.053,0.158,,-0.109
Hawaii,2011,0.052000000000000005,-0.187,-0.166,0.08,,-0.113
Oregon State,2011,0.034,0.16699999999999998,0.115,0.13699999999999998,,-0.115
UL-Monroe,2011,-0.129,-0.193,-0.21,-0.14400000000000002,,-0.11599999999999999
Kent State,2011,-0.177,-0.16899999999999998,-0.166,-0.20199999999999999,,-0.124
Fresno State,2011,-0.065,-0.042,-0.08,0.035,,-0.128
Maryland,2011,0.08900000000000001,-0.086,0.028999999999999998,0.055,,-0.129
Washington State,2011,-0.201,-0.371,-0.37200000000000005,-0.02,,-0.133
Ball State,2011,-0.23600000000000002,-0.204,0.134,-0.08900000000000001,,-0.146
UTEP,2011,-0.159,-0.096,-0.094,-0.098,,-0.146
Minnesota,2011,-0.10400000000000001,-0.048,-0.061,-0.14,,-0.153
Central Michigan,2011,-0.131,0.10400000000000001,-0.036000000000000004,-0.111,,-0.162
Army,2011,-0.075,-0.188,-0.183,-0.22,,-0.16399999999999998
Ole Miss,2011,0.0,0.16899999999999998,0.25,-0.08900000000000001,,-0.166
Rice,2011,-0.174,-0.306,0.038,-0.205,,-0.16699999999999998
Eastern Michigan,2011,-0.285,-0.318,-0.252,-0.209,,-0.16899999999999998
Buffalo,2011,-0.23399999999999999,-0.057999999999999996,-0.019,-0.23,,-0.18899999999999997
Wyoming,2011,-0.22,-0.174,-0.21600000000000003,-0.094,,-0.19399999999999998
Indiana,2011,-0.10300000000000001,-0.124,-0.149,-0.04,,-0.215
Colorado State,2011,-0.28,-0.127,-0.073,-0.087,,-0.222
Troy,2011,0.023,-0.02,0.011000000000000001,0.048,,-0.223
UAB,2011,-0.094,-0.135,-0.155,-0.242,,-0.22399999999999998
New Mexico State,2011,-0.363,-0.32299999999999995,-0.235,-0.195,,-0.225
Colorado,2011,-0.047,-0.092,-0.147,0.008,,-0.22699999999999998
North Texas,2011,-0.122,-0.159,-0.36,-0.243,,-0.233
Kansas,2011,-0.235,0.035,0.055,0.22,,-0.23600000000000002
Idaho,2011,-0.131,-0.10300000000000001,-0.325,-0.215,,-0.263
Tulane,2011,-0.184,-0.289,-0.237,-0.187,,-0.292
Middle Tennessee,2011,-0.111,-0.055,-0.158,-0.115,,-0.295
Florida Atlantic,2011,-0.136,-0.136,-0.11199999999999999,-0.066,,-0.32799999999999996
UNLV,2011,-0.28600000000000003,-0.126,-0.107,-0.14400000000000002,,-0.33
Akron,2011,-0.303,-0.24100000000000002,-0.06,-0.203,,-0.354
Memphis,2011,-0.325,-0.19699999999999998,-0.062,-0.17,,-0.359
New Mexico,2011,-0.33899999999999997,-0.25,-0.06,0.025,,-0.444
Boise State,2010,0.285,0.29100000000000004,0.096,,,0.39299999999999996
Alabama,2010,0.41200000000000003,0.273,0.102,,,0.375
Auburn,2010,0.098,-0.025,0.20800000000000002,,,0.365
Ohio State,2010,0.278,0.251,0.33399999999999996,,,0.33899999999999997
TCU,2010,0.321,0.324,0.069,,,0.33299999999999996
Stanford,2010,0.11900000000000001,-0.001,-0.034,,,0.332
Arkansas,2010,0.145,-0.047,0.154,,,0.285
Oklahoma,2010,0.273,0.354,0.273,,,0.284
Oregon,2010,0.20199999999999999,0.16,0.278,,,0.265
Virginia Tech,2010,0.315,0.105,0.251,,,0.253
Oklahoma State,2010,0.11699999999999999,0.162,0.079,,,0.248
Wisconsin,2010,0.2,0.037000000000000005,0.081,,,0.24600000000000002
Missouri,2010,0.032,0.19699999999999998,0.23800000000000002,,,0.233
South Carolina,2010,0.09699999999999999,0.063,0.095,,,0.21899999999999997
LSU,2010,0.13699999999999998,0.139,0.337,,,0.21
Nebraska,2010,0.255,0.087,-0.043,,,0.203
West Virginia,2010,0.06,0.11,0.327,,,0.19899999999999998
Florida State,2010,0.09,0.14400000000000002,0.059000000000000004,,,0.19
Texas A&M,2010,0.051,-0.184,-0.017,,,0.188
Notre Dame,2010,0.15,0.037000000000000005,-0.139,,,0.188
Iowa,2010,0.251,0.21100000000000002,-0.042,,,0.177
N.C. State,2010,-0.040999999999999995,0.03,-0.031,,,0.172
Miami,2010,0.17800000000000002,0.013000000000000001,-0.035,,,0.168
Pittsburgh,2010,0.21,0.166,0.044000000000000004,,,0.155
Michigan State,2010,0.054000000000000006,0.065,0.084,,,0.14800000000000002
Clemson,2010,0.20199999999999999,0.139,0.21899999999999997,,,0.138
Nevada,2010,-0.11199999999999999,-0.033,-0.09699999999999999,,,0.127
Utah,2010,0.126,0.243,0.127,,,0.11599999999999999
Georgia,2010,0.098,0.155,0.23800000000000002,,,0.11599999999999999
Mississippi State,2010,0.01,-0.16,0.049,,,0.109
San Diego State,2010,-0.18899999999999997,-0.258,-0.17300000000000001,,,0.10800000000000001
Illinois,2010,-0.134,0.040999999999999995,0.154,,,0.10400000000000001
Central Florida,2010,-0.055999999999999994,-0.111,0.098,,,0.10300000000000001
Florida,2010,0.408,0.494,0.295,,,0.098
Northern Illinois,2010,-0.063,-0.04,-0.252,,,0.09699999999999999
Maryland,2010,-0.086,0.028999999999999998,0.055,,,0.08900000000000001
USC,2010,0.134,0.47600000000000003,0.331,,,0.086
Arizona,2010,0.11699999999999999,0.14300000000000002,0.102,,,0.07400000000000001
North Carolina,2010,0.11199999999999999,0.152,-0.024,,,0.07
South Florida,2010,0.004,0.094,0.22899999999999998,,,0.069
Arizona State,2010,0.011000000000000001,-0.040999999999999995,0.162,,,0.061
Louisville,2010,-0.14400000000000002,-0.11599999999999999,0.09,,,0.057
Hawaii,2010,-0.187,-0.166,0.08,,,0.052000000000000005
Air Force,2010,0.14400000000000002,-0.009000000000000001,0.027000000000000003,,,0.049
Southern Miss,2010,-0.053,0.036000000000000004,-0.033,,,0.035
Oregon State,2010,0.16699999999999998,0.115,0.13699999999999998,,,0.034
Michigan,2010,0.005,-0.057999999999999996,0.13699999999999998,,,0.03
Penn State,2010,0.303,0.34,0.134,,,0.025
Boston College,2010,0.124,0.131,0.165,,,0.024
Troy,2010,-0.02,0.011000000000000001,0.048,,,0.023
Navy,2010,0.10400000000000001,0.021,-0.027999999999999997,,,0.021
Cincinnati,2010,0.175,0.122,0.21,,,0.02
Tulsa,2010,-0.07200000000000001,0.10099999999999999,0.024,,,0.018000000000000002
Kentucky,2010,0.021,-0.053,0.158,,,0.017
Kansas State,2010,-0.065,-0.102,-0.002,,,0.006999999999999999
Texas Tech,2010,0.18600000000000003,0.207,0.14,,,0.006999999999999999
Tennessee,2010,0.145,0.019,0.183,,,0.006999999999999999
BYU,2010,0.156,0.067,0.21,,,0.004
Florida International,2010,-0.256,-0.16,-0.27699999999999997,,,0.004
Ole Miss,2010,0.16899999999999998,0.25,-0.08900000000000001,,,0.0
SMU,2010,-0.042,-0.19,-0.155,,,-0.001
Houston,2010,0.113,0.036000000000000004,-0.057,,,-0.006
Connecticut,2010,0.114,0.11699999999999999,0.107,,,-0.013999999999999999
Georgia Tech,2010,0.158,0.078,0.045,,,-0.018000000000000002
Texas,2010,0.379,0.365,0.17800000000000002,,,-0.019
East Carolina,2010,0.044000000000000004,0.034,-0.034,,,-0.022000000000000002
Syracuse,2010,-0.102,-0.134,-0.21600000000000003,,,-0.024
Western Michigan,2010,-0.14800000000000002,-0.042,-0.10300000000000001,,,-0.025
Arkansas State,2010,-0.193,-0.125,-0.11599999999999999,,,-0.026000000000000002
Washington,2010,-0.021,-0.284,0.047,,,-0.03
Baylor,2010,-0.129,-0.031,-0.226,,,-0.037000000000000005
Colorado,2010,-0.092,-0.147,0.008,,,-0.047
Northwestern,2010,0.03,0.05,-0.114,,,-0.064
Fresno State,2010,-0.042,-0.08,0.035,,,-0.065
Temple,2010,0.022000000000000002,-0.045,-0.223,,,-0.07
Army,2010,-0.188,-0.183,-0.22,,,-0.075
California,2010,0.006999999999999999,0.136,0.142,,,-0.08
Duke,2010,-0.052000000000000005,-0.065,-0.18899999999999997,,,-0.083
UCLA,2010,0.008,-0.109,0.147,,,-0.083
Ohio,2010,-0.064,-0.111,-0.14800000000000002,,,-0.084
Virginia,2010,-0.061,-0.01,0.067,,,-0.086
UAB,2010,-0.135,-0.155,-0.242,,,-0.094
Louisiana Tech,2010,-0.064,-0.132,-0.155,,,-0.099
Rutgers,2010,-0.003,0.1,0.11199999999999999,,,-0.102
Iowa State,2010,-0.081,-0.153,-0.156,,,-0.10300000000000001
Indiana,2010,-0.124,-0.149,-0.04,,,-0.10300000000000001
Minnesota,2010,-0.048,-0.061,-0.14,,,-0.10400000000000001
Purdue,2010,0.063,-0.049,0.005,,,-0.109
Middle Tennessee,2010,-0.055,-0.158,-0.115,,,-0.111
Toledo,2010,-0.138,-0.159,-0.159,,,-0.11800000000000001
North Texas,2010,-0.159,-0.36,-0.243,,,-0.122
UL-Monroe,2010,-0.193,-0.21,-0.14400000000000002,,,-0.129
Idaho,2010,-0.10300000000000001,-0.325,-0.215,,,-0.131
Central Michigan,2010,0.10400000000000001,-0.036000000000000004,-0.111,,,-0.131
Florida Atlantic,2010,-0.136,-0.11199999999999999,-0.066,,,-0.136
UL-Lafayette,2010,-0.21600000000000003,-0.109,-0.196,,,-0.14800000000000002
Miami (Ohio),2010,-0.24100000000000002,-0.223,-0.18899999999999997,,,-0.155
UTEP,2010,-0.096,-0.094,-0.098,,,-0.159
Utah State,2010,-0.16,-0.17,-0.249,,,-0.162
Vanderbilt,2010,-0.092,0.018000000000000002,-0.042,,,-0.163
Marshall,2010,-0.054000000000000006,-0.068,-0.092,,,-0.16399999999999998
Wake Forest,2010,0.071,0.11900000000000001,0.065,,,-0.17300000000000001
Rice,2010,-0.306,0.038,-0.205,,,-0.174
Kent State,2010,-0.16899999999999998,-0.166,-0.20199999999999999,,,-0.177
Tulane,2010,-0.289,-0.237,-0.187,,,-0.184
Washington State,2010,-0.371,-0.37200000000000005,-0.02,,,-0.201
Wyoming,2010,-0.174,-0.21600000000000003,-0.094,,,-0.22
Bowling Green,2010,0.001,0.012,-0.154,,,-0.23
Buffalo,2010,-0.057999999999999996,-0.019,-0.23,,,-0.23399999999999999
Kansas,2010,0.035,0.055,0.22,,,-0.235
Ball State,2010,-0.204,0.134,-0.08900000000000001,,,-0.23600000000000002
San Jose State,2010,-0.303,-0.131,-0.201,,,-0.24
Colorado State,2010,-0.127,-0.073,-0.087,,,-0.28
Eastern Michigan,2010,-0.318,-0.252,-0.209,,,-0.285
UNLV,2010,-0.126,-0.107,-0.14400000000000002,,,-0.28600000000000003
Akron,2010,-0.24100000000000002,-0.06,-0.203,,,-0.303
Memphis,2010,-0.19699999999999998,-0.062,-0.17,,,-0.325
New Mexico,2010,-0.25,-0.06,0.025,,,-0.33899999999999997
New Mexico State,2010,-0.32299999999999995,-0.235,-0.195,,,-0.363
Alabama,2009,0.273,0.102,,,,0.41200000000000003
Florida,2009,0.494,0.295,,,,0.408
Texas,2009,0.365,0.17800000000000002,,,,0.379
TCU,2009,0.324,0.069,,,,0.321
Virginia Tech,2009,0.105,0.251,,,,0.315
Penn State,2009,0.34,0.134,,,,0.303
Boise State,2009,0.29100000000000004,0.096,,,,0.285
Ohio State,2009,0.251,0.33399999999999996,,,,0.278
Oklahoma,2009,0.354,0.273,,,,0.273
Nebraska,2009,0.087,-0.043,,,,0.255
Iowa,2009,0.21100000000000002,-0.042,,,,0.251
Pittsburgh,2009,0.166,0.044000000000000004,,,,0.21
Clemson,2009,0.139,0.21899999999999997,,,,0.20199999999999999
Oregon,2009,0.16,0.278,,,,0.20199999999999999
Wisconsin,2009,0.037000000000000005,0.081,,,,0.2
Texas Tech,2009,0.207,0.14,,,,0.18600000000000003
Miami,2009,0.013000000000000001,-0.035,,,,0.17800000000000002
Cincinnati,2009,0.122,0.21,,,,0.175
Ole Miss,2009,0.25,-0.08900000000000001,,,,0.16899999999999998
Oregon State,2009,0.115,0.13699999999999998,,,,0.16699999999999998
Georgia Tech,2009,0.078,0.045,,,,0.158
BYU,2009,0.067,0.21,,,,0.156
Notre Dame,2009,0.037000000000000005,-0.139,,,,0.15
Tennessee,2009,0.019,0.183,,,,0.145
Arkansas,2009,-0.047,0.154,,,,0.145
Air Force,2009,-0.009000000000000001,0.027000000000000003,,,,0.14400000000000002
LSU,2009,0.139,0.337,,,,0.13699999999999998
USC,2009,0.47600000000000003,0.331,,,,0.134
Utah,2009,0.243,0.127,,,,0.126
Boston College,2009,0.131,0.165,,,,0.124
Stanford,2009,-0.001,-0.034,,,,0.11900000000000001
Arizona,2009,0.14300000000000002,0.102,,,,0.11699999999999999
Oklahoma State,2009,0.162,0.079,,,,0.11699999999999999
Connecticut,2009,0.11699999999999999,0.107,,,,0.114
Houston,2009,0.036000000000000004,-0.057,,,,0.113
North Carolina,2009,0.152,-0.024,,,,0.11199999999999999
Navy,2009,0.021,-0.027999999999999997,,,,0.10400000000000001
Central Michigan,2009,-0.036000000000000004,-0.111,,,,0.10400000000000001
Auburn,2009,-0.025,0.20800000000000002,,,,0.098
Georgia,2009,0.155,0.23800000000000002,,,,0.098
South Carolina,2009,0.063,0.095,,,,0.09699999999999999
Florida State,2009,0.14400000000000002,0.059000000000000004,,,,0.09
Wake Forest,2009,0.11900000000000001,0.065,,,,0.071
Purdue,2009,-0.049,0.005,,,,0.063
West Virginia,2009,0.11,0.327,,,,0.06
Michigan State,2009,0.065,0.084,,,,0.054000000000000006
Texas A&M,2009,-0.184,-0.017,,,,0.051
East Carolina,2009,0.034,-0.034,,,,0.044000000000000004
Kansas,2009,0.055,0.22,,,,0.035
Missouri,2009,0.19699999999999998,0.23800000000000002,,,,0.032
Northwestern,2009,0.05,-0.114,,,,0.03
Temple,2009,-0.045,-0.223,,,,0.022000000000000002
Kentucky,2009,-0.053,0.158,,,,0.021
Arizona State,2009,-0.040999999999999995,0.162,,,,0.011000000000000001
Mississippi State,2009,-0.16,0.049,,,,0.01
UCLA,2009,-0.109,0.147,,,,0.008
California,2009,0.136,0.142,,,,0.006999999999999999
Michigan,2009,-0.057999999999999996,0.13699999999999998,,,,0.005
South Florida,2009,0.094,0.22899999999999998,,,,0.004
Bowling Green,2009,0.012,-0.154,,,,0.001
Rutgers,2009,0.1,0.11199999999999999,,,,-0.003
Troy,2009,0.011000000000000001,0.048,,,,-0.02
Washington,2009,-0.284,0.047,,,,-0.021
N.C. State,2009,0.03,-0.031,,,,-0.040999999999999995
SMU,2009,-0.19,-0.155,,,,-0.042
Fresno State,2009,-0.08,0.035,,,,-0.042
Minnesota,2009,-0.061,-0.14,,,,-0.048
Duke,2009,-0.065,-0.18899999999999997,,,,-0.052000000000000005
Southern Miss,2009,0.036000000000000004,-0.033,,,,-0.053
Marshall,2009,-0.068,-0.092,,,,-0.054000000000000006
Middle Tennessee,2009,-0.158,-0.115,,,,-0.055
Central Florida,2009,-0.111,0.098,,,,-0.055999999999999994
Buffalo,2009,-0.019,-0.23,,,,-0.057999999999999996
Virginia,2009,-0.01,0.067,,,,-0.061
Northern Illinois,2009,-0.04,-0.252,,,,-0.063
Louisiana Tech,2009,-0.132,-0.155,,,,-0.064
Ohio,2009,-0.111,-0.14800000000000002,,,,-0.064
Kansas State,2009,-0.102,-0.002,,,,-0.065
Tulsa,2009,0.10099999999999999,0.024,,,,-0.07200000000000001
Iowa State,2009,-0.153,-0.156,,,,-0.081
Maryland,2009,0.028999999999999998,0.055,,,,-0.086
Vanderbilt,2009,0.018000000000000002,-0.042,,,,-0.092
Colorado,2009,-0.147,0.008,,,,-0.092
UTEP,2009,-0.094,-0.098,,,,-0.096
Syracuse,2009,-0.134,-0.21600000000000003,,,,-0.102
Idaho,2009,-0.325,-0.215,,,,-0.10300000000000001
Nevada,2009,-0.033,-0.09699999999999999,,,,-0.11199999999999999
Indiana,2009,-0.149,-0.04,,,,-0.124
UNLV,2009,-0.107,-0.14400000000000002,,,,-0.126
Colorado State,2009,-0.073,-0.087,,,,-0.127
Baylor,2009,-0.031,-0.226,,,,-0.129
Illinois,2009,0.040999999999999995,0.154,,,,-0.134
UAB,2009,-0.155,-0.242,,,,-0.135
Florida Atlantic,2009,-0.11199999999999999,-0.066,,,,-0.136
Toledo,2009,-0.159,-0.159,,,,-0.138
Louisville,2009,-0.11599999999999999,0.09,,,,-0.14400000000000002
Western Michigan,2009,-0.042,-0.10300000000000001,,,,-0.14800000000000002
North Texas,2009,-0.36,-0.243,,,,-0.159
Utah State,2009,-0.17,-0.249,,,,-0.16
Kent State,2009,-0.166,-0.20199999999999999,,,,-0.16899999999999998
Wyoming,2009,-0.21600000000000003,-0.094,,,,-0.174
Hawaii,2009,-0.166,0.08,,,,-0.187
Army,2009,-0.183,-0.22,,,,-0.188
San Diego State,2009,-0.258,-0.17300000000000001,,,,-0.18899999999999997
UL-Monroe,2009,-0.21,-0.14400000000000002,,,,-0.193
Arkansas State,2009,-0.125,-0.11599999999999999,,,,-0.193
Memphis,2009,-0.062,-0.17,,,,-0.19699999999999998
Ball State,2009,0.134,-0.08900000000000001,,,,-0.204
UL-Lafayette,2009,-0.109,-0.196,,,,-0.21600000000000003
Miami (Ohio),2009,-0.223,-0.18899999999999997,,,,-0.24100000000000002
Akron,2009,-0.06,-0.203,,,,-0.24100000000000002
New Mexico,2009,-0.06,0.025,,,,-0.25
Florida International,2009,-0.16,-0.27699999999999997,,,,-0.256
Tulane,2009,-0.237,-0.187,,,,-0.289
San Jose State,2009,-0.131,-0.201,,,,-0.303
Rice,2009,0.038,-0.205,,,,-0.306
Eastern Michigan,2009,-0.252,-0.209,,,,-0.318
New Mexico State,2009,-0.235,-0.195,,,,-0.32299999999999995
Washington State,2009,-0.37200000000000005,-0.02,,,,-0.371
Florida,2008,0.295,,,,,0.494
USC,2008,0.331,,,,,0.47600000000000003
Texas,2008,0.17800000000000002,,,,,0.365
Oklahoma,2008,0.273,,,,,0.354
Penn State,2008,0.134,,,,,0.34
TCU,2008,0.069,,,,,0.324
Boise State,2008,0.096,,,,,0.29100000000000004
Alabama,2008,0.102,,,,,0.273
Ohio State,2008,0.33399999999999996,,,,,0.251
Ole Miss,2008,-0.08900000000000001,,,,,0.25
Utah,2008,0.127,,,,,0.243
Iowa,2008,-0.042,,,,,0.21100000000000002
Texas Tech,2008,0.14,,,,,0.207
Missouri,2008,0.23800000000000002,,,,,0.19699999999999998
Pittsburgh,2008,0.044000000000000004,,,,,0.166
Oklahoma State,2008,0.079,,,,,0.162
Oregon,2008,0.278,,,,,0.16
Georgia,2008,0.23800000000000002,,,,,0.155
North Carolina,2008,-0.024,,,,,0.152
Florida State,2008,0.059000000000000004,,,,,0.14400000000000002
Arizona,2008,0.102,,,,,0.14300000000000002
Clemson,2008,0.21899999999999997,,,,,0.139
LSU,2008,0.337,,,,,0.139
California,2008,0.142,,,,,0.136
Ball State,2008,-0.08900000000000001,,,,,0.134
Boston College,2008,0.165,,,,,0.131
Cincinnati,2008,0.21,,,,,0.122
Wake Forest,2008,0.065,,,,,0.11900000000000001
Connecticut,2008,0.107,,,,,0.11699999999999999
Oregon State,2008,0.13699999999999998,,,,,0.115
West Virginia,2008,0.327,,,,,0.11
Virginia Tech,2008,0.251,,,,,0.105
Tulsa,2008,0.024,,,,,0.10099999999999999
Rutgers,2008,0.11199999999999999,,,,,0.1
South Florida,2008,0.22899999999999998,,,,,0.094
Nebraska,2008,-0.043,,,,,0.087
Georgia Tech,2008,0.045,,,,,0.078
BYU,2008,0.21,,,,,0.067
Michigan State,2008,0.084,,,,,0.065
South Carolina,2008,0.095,,,,,0.063
Kansas,2008,0.22,,,,,0.055
Northwestern,2008,-0.114,,,,,0.05
Illinois,2008,0.154,,,,,0.040999999999999995
Rice,2008,-0.205,,,,,0.038
Notre Dame,2008,-0.139,,,,,0.037000000000000005
Wisconsin,2008,0.081,,,,,0.037000000000000005
Houston,2008,-0.057,,,,,0.036000000000000004
Southern Miss,2008,-0.033,,,,,0.036000000000000004
East Carolina,2008,-0.034,,,,,0.034
N.C. State,2008,-0.031,,,,,0.03
Maryland,2008,0.055,,,,,0.028999999999999998
Navy,2008,-0.027999999999999997,,,,,0.021
Tennessee,2008,0.183,,,,,0.019
Vanderbilt,2008,-0.042,,,,,0.018000000000000002
Miami,2008,-0.035,,,,,0.013000000000000001
Bowling Green,2008,-0.154,,,,,0.012
Troy,2008,0.048,,,,,0.011000000000000001
Stanford,2008,-0.034,,,,,-0.001
Air Force,2008,0.027000000000000003,,,,,-0.009000000000000001
Virginia,2008,0.067,,,,,-0.01
Buffalo,2008,-0.23,,,,,-0.019
Auburn,2008,0.20800000000000002,,,,,-0.025
Baylor,2008,-0.226,,,,,-0.031
Nevada,2008,-0.09699999999999999,,,,,-0.033
Central Michigan,2008,-0.111,,,,,-0.036000000000000004
Northern Illinois,2008,-0.252,,,,,-0.04
Arizona State,2008,0.162,,,,,-0.040999999999999995
Western Michigan,2008,-0.10300000000000001,,,,,-0.042
Temple,2008,-0.223,,,,,-0.045
Arkansas,2008,0.154,,,,,-0.047
Purdue,2008,0.005,,,,,-0.049
Kentucky,2008,0.158,,,,,-0.053
Michigan,2008,0.13699999999999998,,,,,-0.057999999999999996
Akron,2008,-0.203,,,,,-0.06
New Mexico,2008,0.025,,,,,-0.06
Minnesota,2008,-0.14,,,,,-0.061
Memphis,2008,-0.17,,,,,-0.062
Duke,2008,-0.18899999999999997,,,,,-0.065
Marshall,2008,-0.092,,,,,-0.068
Colorado State,2008,-0.087,,,,,-0.073
Fresno State,2008,0.035,,,,,-0.08
UTEP,2008,-0.098,,,,,-0.094
Kansas State,2008,-0.002,,,,,-0.102
UNLV,2008,-0.14400000000000002,,,,,-0.107
UCLA,2008,0.147,,,,,-0.109
UL-Lafayette,2008,-0.196,,,,,-0.109
Ohio,2008,-0.14800000000000002,,,,,-0.111
Central Florida,2008,0.098,,,,,-0.111
Florida Atlantic,2008,-0.066,,,,,-0.11199999999999999
Louisville,2008,0.09,,,,,-0.11599999999999999
Arkansas State,2008,-0.11599999999999999,,,,,-0.125
San Jose State,2008,-0.201,,,,,-0.131
Louisiana Tech,2008,-0.155,,,,,-0.132
Syracuse,2008,-0.21600000000000003,,,,,-0.134
Colorado,2008,0.008,,,,,-0.147
Indiana,2008,-0.04,,,,,-0.149
Iowa State,2008,-0.156,,,,,-0.153
UAB,2008,-0.242,,,,,-0.155
Middle Tennessee,2008,-0.115,,,,,-0.158
Toledo,2008,-0.159,,,,,-0.159
Florida International,2008,-0.27699999999999997,,,,,-0.16
Mississippi State,2008,0.049,,,,,-0.16
Hawaii,2008,0.08,,,,,-0.166
Kent State,2008,-0.20199999999999999,,,,,-0.166
Utah State,2008,-0.249,,,,,-0.17
Army,2008,-0.22,,,,,-0.183
Texas A&M,2008,-0.017,,,,,-0.184
SMU,2008,-0.155,,,,,-0.19
UL-Monroe,2008,-0.14400000000000002,,,,,-0.21
Wyoming,2008,-0.094,,,,,-0.21600000000000003
Miami (Ohio),2008,-0.18899999999999997,,,,,-0.223
New Mexico State,2008,-0.195,,,,,-0.235
Tulane,2008,-0.187,,,,,-0.237
Eastern Michigan,2008,-0.209,,,,,-0.252
San Diego State,2008,-0.17300000000000001,,,,,-0.258
Washington,2008,0.047,,,,,-0.284
Idaho,2008,-0.215,,,,,-0.325
North Texas,2008,-0.243,,,,,-0.36
Washington State,2008,-0.02,,,,,-0.37200000000000005
